CO_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_PRESENCA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,TP_LINGUA,Q001,Q002,Q006,Q024,Q025,Q026,Q027,Q047,ATEND_ESPE1,ATEND_ESPE2,medias
29,31,0.11220947328748765,0.1378361673923959,0.1298315262935592,8.50993557649444e-05,9,0,0.0,0.0,0.0,1,0.1314241071706476,0.044222944973252624,0.1185325050763222,0.13386107130650565,0.13966582154186882,0.02888071967991005,0.11331163510560815,0.12216813953085824,0,0,0.0
12,21,0.14012866200664126,0.12512113956800122,0.12978866345886342,8.504362599692544e-05,2,1,482.3,519.8,532.3,1,0.11026194183079593,0.04384497108459235,0.10762181653194512,0.13376435087926106,0.1395622118819713,0.04162305878779302,0.11260783612979693,0.1221234874330765,0,0,511.46666666666664
51,35,0.1121183941695595,0.10231308859924704,0.12974582891646774,8.498796917362904e-05,10,0,0.0,0.0,0.0,0,0.11011761991740485,0.043473403533028004,0.11738990638267637,0.12262769437542419,0.12164833604430302,0.028839343290683817,0.09844748055688106,0.2018551659556758,0,1,0.0
23,17,0.11202746278742684,0.13774666338759564,0.12970302263836928,0.00013305493534559955,0,1,613.9,633.3,602.2,0,0.1524638577657165,0.1913596028360361,0.12528597746454737,0.2025972323379461,0.12158175239020104,0.028798085288837347,0.04249146154335697,0.11704950790893981,0,0,616.4666666666666
35,30,0.1400565422629425,0.1250045308638372,0.12966024459660203,8.493238515193275e-05,10,0,0.0,0.0,0.0,0,0.17035006793507196,0.19006663254660341,0.11832564538318363,0.12374288008665285,0.12151524158473594,0.02875694516699615,0.00998935514594655,0.19441012021633958,0,0,0.0
15,27,0.13998449671651095,0.1376572755463318,0.12961749476323683,8.487687378908834e-05,6,0,0.0,0.0,0.0,1,0.16276614623577995,0.12896595277826436,0.1183865290848489,0.12254738809227066,0.13945875583165107,0.02871592242068089,0.00048455827200487,0.12207886796379148,0,0,0.0
41,17,0.13991252525290349,0.10205920996748712,0.12957477311038143,0.00013291874810369004,0,0,0.0,0.0,0.0,1,0.1310507432298219,0.09097222304197294,0.15980538548300646,0.13366777012050346,0.13935545304955355,0.21747082768946557,0.21341938799092386,0.12203428108725248,0,0,0.0
26,26,0.1119366787819265,0.12488813930809804,0.12953207961018032,0.00013278283936329772,0,1,541.3,584.3,522.9,1,0.14550648215586306,0.13477193409305274,0.11824091219790565,0.19862473758622165,0.12144880350841843,0.04157380073005599,0.0030919432594596467,0.12198972676776097,0,0,549.5
25,18,0.11184604179505854,0.1018065881606369,0.12948941423481466,0.00013264720827099608,0,1,531.3,562.4,571.1,0,0.10997367531620562,0.1286944455092575,0.11809565309201142,0.13357132872792013,0.1392523031953348,0.041524659121628026,0.11191272603023028,0.12194520496967055,0,0,554.9333333333333
23,21,0.11175555146998163,0.10155521386888225,0.12944677695650225,0.7811997364131377,0,1,396.6,466.8,426.1,1,0.162354080042778,0.13448021994999418,0.15964198529335102,0.13347502640007014,0.13914930592965777,0.2173377366076483,0.2132912081783167,0.12190071565738683,0,0,429.8333333333333
21,18,0.13984062775791228,0.13756800364260524,0.12940416774749747,8.482143494272055e-05,1,1,474.2,494.3,392.0,0,0.11877310107463059,0.1372472800174199,0.11710428617249953,0.1224671869220532,0.12138243804202038,0.21720480832837755,0.2131631822430356,0.12185625879536736,0,0,453.5
24,19,0.11166520745100833,0.13747884745100278,0.11303889293517844,0.000132511853976842,0,1,496.9,443.7,499.5,0,0.11852668385248404,0.137105933694024,0.11682005246819735,0.12238709065853323,0.12131614506657416,0.2170720425531157,0.21303530990815675,0.12181183434812151,0,0,480.0333333333333
29,22,0.1397688041175641,0.13738980674669515,0.12936158658009125,8.476606847082582e-05,4,1,475.1,476.1,402.3,1,0.10983010654947428,0.12842407902709518,0.15947891891409327,0.13337886283638134,0.13904646091418868,0.04147563355005585,0.0004827569401386809,0.12176744228021039,0,0,451.1666666666667
33,18,0.13969705421811976,0.1013050778741313,0.12931903342661094,0.00013237677563435795,0,1,398.7,465.0,458.8,1,0.1453127318467341,0.13696487820668446,0.11795075045018073,0.13328283773714708,0.12124992446337189,0.21693943898405454,0.21290759089742045,0.12172308255624674,0,0,440.8333333333333
23,24,0.13962537794607352,0.13730088130543514,0.12927650825942036,8.471077423177114e-05,7,0,0.0,0.0,0.0,1,0.10968691214719335,0.19968965317211199,0.15931618532336458,0.13318695080352325,0.1389437678115933,0.21680699732411313,0.21278002493522907,0.12167875514089486,0,0,0.0
25,22,0.13955377518815246,0.13721207090355583,0.12923401105091956,8.46555520842928e-05,4,1,368.8,413.0,432.5,1,0.1095440906470017,0.13418976591122528,0.1591537835034631,0.12230709909601131,0.13884122628553305,0.21667471727693552,0.2126526117466451,0.12163445999887051,0,0,404.76666666666665
29,21,0.1115750093836004,0.10105617104888774,0.12919154177354494,8.460040188749522e-05,2,1,450.5,500.7,459.1,1,0.11828128699150582,0.13682411265868172,0.11780620296188395,0.12222721202932547,0.1211837761139647,0.2165425985468886,0.21252535105738918,0.12159019709494079,0,0,470.1000000000001
15,16,0.11148495691436425,0.13712337531796853,0.12914910039976915,0.7797145658115918,0,1,572.1,611.0,533.0,1,0.1619440949921649,0.13668363615697876,0.11653719519829857,0.133091201737525,0.13873883600066172,0.04142672360483173,0.11122614488894052,0.12154596639392408,0,0,572.0333333333333
31,22,0.11220150130394943,0.12477196429478819,0.12943509412705986,8.454532350084971e-05,5,1,568.5,591.8,536.8,1,0.10940164059414474,0.09082501879756846,0.11766200932300772,0.12214742925384942,0.1211176999001621,0.2164106408390599,0.2123982425938381,0.12186540422432629,0,0,565.6999999999999
43,18,0.13948224583131588,0.1376807891582024,0.1293926006621462,0.00013224197240051442,0,1,408.2,409.5,487.1,1,0.10925956054142506,0.09067829017269355,0.11751816823581578,0.13371398104662163,0.1393735162983768,0.21627884385925536,0.2122712860830229,0.12182110564045703,0,0,434.9333333333334
35,28,0.11211108913529194,0.13759190549831976,0.12935013508923443,8.449031678419333e-05,10,1,405.4,619.5,573.7,1,0.10911784904915343,0.12815484615701742,0.09235203671174709,0.12206775056549074,0.12105169570403122,0.028675016548286757,0.05991480350333869,0.12177683925032605,0,0,532.8666666666667
17,17,0.11202082255788832,0.13750313652703053,0.1293076973808718,0.00013210744343571226,0,1,576.0,538.0,483.9,0,0.1693596605633564,0.13756908883784338,0.2853081755280408,0.12198817576068924,0.12098576340789613,0.21614720731399714,0.21214448125262683,0.12173260501885118,0,0,532.6333333333333
23,38,0.13941078976275476,0.13741448202249987,0.1292652875096416,8.443538159772767e-05,5,0,0.0,0.0,0.0,0,0.05168296743314951,0.04310808081426307,0.1589917124408323,0.12190870463641518,0.13927088484307606,0.0425557851789132,0.11664549766400796,0.12168840291100119,0,0,0.0
35,17,0.1393394068698911,0.12465600522016478,0.12922290544816306,0.0001319731879037654,0,0,0.0,0.0,0.0,1,0.1180369041671432,0.13390056382952006,0.11737467840891001,0.12182933699016751,0.12091990289433713,0.21601573091052148,0.21201782783098347,0.12164423289179575,0,0,0.0
21,29,0.11193070122035181,0.13732594176346474,0.12918055116909122,8.438051780201764e-05,10,1,435.1,534.0,502.6,1,0.11779352910700476,0.12788673978430398,0.15882997112603997,0.13361799111047903,0.13916840442744466,0.028634227051063024,0.0019097296602544876,0.12160009492630526,0,0,490.56666666666666
35,16,0.13926809704037732,0.10080848435514046,0.12913822464511707,0.7801325647379456,0,1,508.2,608.0,538.5,0,0.11755115559032368,0.1374281369025587,0.11723153855719183,0.13352213889303968,0.13906607471830684,0.21588441435677647,0.21189132554707477,0.12155598897965082,0,0,551.5666666666667
53,17,0.13970836911350246,0.1245402614827273,0.1294234725243686,0.0001318392049718834,0,1,596.6,655.6,664.1,0,0.1504035353634771,0.18879101756306915,0.22356154406409323,0.18772098258624112,0.12085411404619005,0.2163607907757578,0.21236127705241342,0.19367371824582313,0,0,638.7666666666668
17,35,0.11184072477242549,0.137237515529232,0.1293810941771111,8.432572525799036e-05,10,0,0.0,0.0,0.0,0,0.14511949683098047,0.1988099630700322,0.10674684241379923,0.13414326997627046,0.12078839674654557,0.04250571954929095,0.04235439231257195,0.12187449659785979,0,0,0.0
13,31,0.1396369435669209,0.13714920309967651,0.12933874357345246,8.427100382693391e-05,10,0,0.0,0.0,0.0,0,0.1449267750556405,0.11982060486248396,0.11867116332583891,0.13404717880866568,0.12072275087874854,0.028593553433092764,0.00927582977837894,0.07099538722991018,0,0,0.0
42,16,0.1395655910152771,0.12442473248320714,0.1292964206861575,0.00013170549381065431,0,1,573.0,628.3,594.0,0,0.11936316553777682,0.12761975285364782,0.1183852087154152,0.12175007261997221,0.12065717632639723,0.2162294241754082,0.2122347208682344,0.12183032316668985,0,0,598.4333333333333
26,19,0.13949431134673,0.13706100425523943,0.1292541254880266,8.421635337049622e-05,2,1,461.6,531.1,535.9,0,0.10897650468510013,0.13831101496100032,0.15866855855375742,0.1339512252089458,0.13969864924092382,0.2160982170005445,0.21210831543591263,0.12178618174525264,0,0,509.5333333333333
14,18,0.11175089286497775,0.13697291877692627,0.11214175886426432,0.0001315720535940275,0,1,501.5,458.9,361.3,1,0.13067949466543147,0.1979379895477952,0.11830677419841328,0.13385540888190078,0.13959608048230346,0.04245577158272304,0.00048096895147150057,0.12174207229876759,0,0,440.56666666666666
29,25,0.13942310444966682,0.13688494644630528,0.12921185795189577,8.416177375068384e-05,6,0,0.0,0.0,0.0,0,0.13031034355055737,0.13361260562773614,0.11816284868235681,0.12167091132438056,0.12059167297334272,0.042405940864902944,0.001882052418801524,0.12169799479250445,0,0,0.0
27,22,0.1393519702127027,0.10300699661833082,0.1291696180506366,8.410726482986085e-05,5,1,483.4,529.2,548.6,1,0.1299432721602741,0.0905320348659634,0.11801927292454108,0.13375972953316462,0.1394936622280978,0.028552995201272774,0.001855165955675788,0.12165394919178331,0,0,520.4
35,18,0.11166120514999783,0.13679708704550533,0.12912740575715598,8.405282647074767e-05,1,1,570.3,578.2,592.0,1,0.14473456447864363,0.13332588329806289,0.15850747372273838,0.12159185290246738,0.12052624070368817,0.21596716896112633,0.2119820604862484,0.12160993546197442,0,0,580.1666666666666
11,39,0.13928090852467992,0.12430941762455727,0.12908522104439638,8.39984585364199e-05,10,0,0.0,0.0,0.0,0,0.12957826296881267,0.13816959265531423,0.11787604565157439,0.12151289715382942,0.12046087940178812,0.04235622698346695,0.0010388929351784412,0.12156595356849811,0,0,0.0
35,17,0.11157166128059126,0.10275576004121295,0.1290430638853355,0.00013143888349929672,0,1,571.7,593.5,577.3,1,0.14454286306873815,0.13304038890127903,0.09175234816167081,0.13366418686921236,0.12039558895224786,0.028512551865293632,0.04221820455593989,0.12152200347682476,0,0,580.8333333333334
23,18,0.1114822609109754,0.13670934035721444,0.1290009342529864,0.00013130598270708307,0,1,458.9,550.1,537.5,1,0.12921529864677117,0.11911160720057577,0.11773316559623916,0.1335687805973571,0.1393913941472854,0.21583627976781655,0.2118559557506825,0.12147808515247463,0,0,515.5
21,17,0.11139300369647502,0.10250574602651413,0.1289588321203973,0.00013117335040131834,0,1,398.3,540.4,520.7,1,0.12885436205837236,0.1184109506876312,0.15834671563579847,0.133473510425747,0.13928927590981488,0.21570554913197898,0.21173000096129446,0.12143419856101781,0,0,486.4666666666667
23,17,0.13920991927466733,0.13662170616467775,0.12891675746065165,0.7805489803350327,0,1,439.6,547.5,543.6,1,0.11911856888708465,0.12735387836853607,0.15818628329979464,0.1333783760633623,0.13918730718660124,0.21557497676567633,0.21160419585080054,0.12139034366807415,0,0,510.23333333333335
42,16,0.11130388929351784,0.12419431631194194,0.12920086810727244,0.7809638215820365,0,0,0.0,0.0,0.0,0,0.14839815489196406,0.1970736315148354,0.39460473976133115,0.12311153886172094,0.1203303692399227,0.216049523059224,0.21207236438058036,0.19294287402602758,0,0,0.0
35,28,0.13964842670244387,0.12500449733292998,0.12948479348447905,8.394416089030715e-05,10,1,526.8,614.2,646.2,0,0.14435166880541972,0.13275611456601988,0.09116039752836971,0.12143404387858359,0.12080663866643059,0.042306629527982795,0.04208288979774777,0.12170753126963801,0,0,595.7333333333333
35,19,0.11201427787122087,0.13717479924208667,0.12944258853223511,8.388993339619196e-05,1,1,429.1,433.6,495.0,1,0.12091996240674296,0.12916811146964097,0.1590383214745924,0.12135529287736531,0.12074126710871066,0.02847222293761995,0.0007174674966701943,0.12166360938899216,0,0,452.56666666666666
42,19,0.13957732261552816,0.12488896637421193,0.129400411084033,8.383577591820863e-05,2,0,0.0,0.0,0.0,0,0.12067318697325981,0.12890012783588653,0.07396257083473966,0.12127664395132683,0.12067596626116674,0.028432007933470768,0.09788492352512745,0.1216197191980149,0,0,0.0
29,22,0.11192480959816078,0.1370869792681801,0.12935826111299586,8.378168832084205e-05,3,1,586.6,618.7,571.6,0,0.1088355260244467,0.1380284592613864,0.1588775142739103,0.12119809690213555,0.12061073600913368,0.04225714808993837,0.000479194158292639,0.12157586066242239,0,0,592.3000000000001
17,18,0.13950629089918437,0.13699927166788056,0.12931613859228178,8.37276704689266e-05,1,1,592.1,591.5,536.2,1,0.14416097967886038,0.18753241077931537,0.1587170319362599,0.12111965153197236,0.12054557623819412,0.0422077822627305,0.0007135253675676108,0.12153203374798029,0,0,573.2666666666667
33,17,0.1394353314429793,0.10225694567208085,0.12927404349508376,0.7813770973903723,0,1,402.5,432.1,448.5,0,0.16405506704508135,0.12863325386521182,0.11759063149745436,0.12104130764352995,0.12048048683417781,0.2165234955362136,0.21253997722071055,0.12148823842050353,0,0,427.7
11,21,0.11183548413160199,0.10443065766803222,0.12955739069863237,0.0008774433574142241,0,1,374.5,554.0,397.2,1,0.12042741673502506,0.13043359838201923,0.11865763194304389,0.13399562793226302,0.12095513309060836,0.02839190637080015,0.059415513474144206,0.1218047051934068,0,0,441.90000000000003
52,17,0.13987283254544855,0.13691167622563766,0.12951524450777402,0.7817888166043264,0,1,400.5,532.5,549.4,0,0.15960344232759613,0.13788761389479318,0.11810062888677238,0.12160947745112947,0.1398170165449139,0.028351917770277894,0.09732875918691651,0.12176084321818412,0,0,494.1333333333334
26,23,0.11174630112990215,0.1374631703622347,0.11125875288895516,0.0001310409857692282,0,1,422.4,575.3,526.4,0,0.12018264556279941,0.13016466312762331,0.12021549548416621,0.13390025737857458,0.14044580527550973,0.02971851141617061,0.10242859670563449,0.12207698402336116,0,1,508.0333333333333
25,30,0.11165726025250781,0.13737539055995995,0.12979832898110483,8.367372222764508e-05,4,0,0.0,0.0,0.0,0,0.05142061734465637,0.04274884680747754,0.1585568734782011,0.12217691318921015,0.14034321520591475,0.0421585316416538,0.04194843967059842,0.12203305563760249,0,0,0.0
35,16,0.14030988903297628,0.12477364876906491,0.12975613186505114,0.7821989880016866,0,1,534.1,622.1,556.7,0,0.17051768333632863,0.1862904742840881,0.08519446467589221,0.12209803848734493,0.12088989299724774,0.21699689523679594,0.21300703535996282,0.1959769233717944,0,0,570.9666666666667
31,37,0.1407465015829849,0.1255810531521193,0.13003895405164034,8.361984346252747e-05,10,0,0.0,0.0,0.0,1,0.1284954362587669,0.13247305248805397,0.1583970379202594,0.13380502248712467,0.14024077490284476,0.04210939582388964,0.058924476172705,0.12198915885499903,0,0,0.0
31,17,0.1406750566583235,0.1254653102459883,0.1299967061783292,0.7826076202943664,0,1,510.7,505.7,553.1,0,0.10869491164973812,0.09038625059081692,0.11992789860501749,0.12266442684961117,0.12136380680156189,0.2174697231986095,0.21347353978476424,0.12194529364145894,0,0,523.1666666666666
23,40,0.11156836115995009,0.1262705908074561,0.13027926652059021,8.356603403944991e-05,10,1,614.8,628.8,611.2,1,0.1683807029878457,0.11771848898770354,0.1185143256242721,0.1337099229686548,0.12183720992289725,0.04206037440849512,0.0007096263218431976,0.11556786856832031,0,0,618.2666666666667
35,18,0.1411110409015207,0.12615442651048508,0.13023696805743418,8.351229382463354e-05,1,1,735.9,782.1,718.5,0,0.1811520720115039,0.19164382642695596,0.29499011549266463,0.1275627493243518,0.12177160022450043,0.21794198045678775,0.21393949147920457,0.1990121354492578,0,0,745.5
25,30,0.1410394835785483,0.13728772279316995,0.13019469705189785,8.345862268464342e-05,10,1,372.3,412.4,533.2,1,0.10984498273148038,0.09184865211719824,0.11837136503847684,0.12323008485937931,0.1217060611501062,0.042011466996392216,0.0007057696570505715,0.12226091359342103,0,0,439.3
23,18,0.14096799879214258,0.13720016684751105,0.13015245347725415,0.7830147221290211,0,0,0.0,0.0,0.0,1,0.14397079368983812,0.13876642366656197,0.10588598078142988,0.13361495853472818,0.140138484038583,0.2178105317351612,0.21381282511361593,0.1222169822554428,0,0,0.0
53,20,0.11147960351384034,0.16833155919099108,0.13043459669701502,8.340502048638739e-05,3,0,0.0,0.0,0.0,1,0.1097034299186821,0.13219119492956874,0.15823752428690563,0.13422985210567587,0.14076520526012923,0.041962673190356924,0.0004774324150636219,0.12253227787963265,0,0,0.0
33,17,0.14140317204503408,0.13775007113887655,0.13039230272921443,0.00013090888800131568,0,1,408.6,528.8,536.1,0,0.11993886737707365,0.13964344360172842,0.11822874893602084,0.12315068403150599,0.12164059258574357,0.21828201423562224,0.214278024625383,0.12248828065238682,0,0,491.1666666666667
24,38,0.14133157550222647,0.12603847575082472,0.13035003618051777,8.3351487097115e-05,10,1,381.0,454.6,503.0,1,0.12813850449138142,0.09170122249903259,0.07351431282968064,0.12307138545840135,0.12157519441768672,0.04191399259500848,0.004328720563243505,0.12244431500965446,0,0,446.2
26,18,0.1412600514255553,0.13766233224006197,0.13030779702427003,0.00013077705629134458,0,1,422.1,424.2,488.2,0,0.16615543119823442,0.1903912523980216,0.15807833160653653,0.13413465362900517,0.12150986653245421,0.21815051904632368,0.21415130787516104,0.12240038091743714,0,0,444.8333333333333
31,16,0.1113909869768659,0.1259227379402179,0.13026558523385076,0.7834203020876586,0,0,0.0,0.0,0.0,0,0.16573900154610852,0.13191053421846563,0.09969767938317804,0.12299218894266235,0.12144460881680844,0.04186542481679874,0.058441488663092664,0.12235647834178526,0,0,0.0
51,47,0.11209679238832192,0.13757470503939995,0.1305472349795652,8.32980223844164e-05,2,1,530.9,550.9,556.3,1,0.14509863190632055,0.12989683460266935,0.10356163784076096,0.12355618110411402,0.1406626814398378,0.04297437687140892,0.041814845913685686,0.12267115870093126,0,0,546.0333333333333
26,17,0.14118859970505682,0.12672464368522687,0.13050497300644134,0.0001306454898363231,0,1,401.0,467.9,518.7,1,0.14490771265381225,0.13950138516469715,0.1220283093482036,0.1234767748180574,0.12191618981046554,0.21801918218958297,0.21402474090833173,0.1989882457561697,0,0,462.5333333333333
35,50,0.11200782668007722,0.12660848910806352,0.1304627383873454,0.00087155447582084,0,0,0.0,0.0,0.0,0,0.1277835501853111,0.11703407916800758,0.07307145552347774,0.12339747053108369,0.12185078412923675,0.02967677193384453,0.10185315515110846,0.12262719054369078,0,0,0.0
33,18,0.1119190020752556,0.1041784097026505,0.13042053109572865,0.0001305141878364876,0,1,545.2,635.0,609.5,0,0.14471729516018042,0.20056461572564047,0.11808647607328195,0.12331826804678903,0.12178544858814869,0.21788800337960126,0.21389832345947862,0.12258325389354974,0,0,596.5666666666667
22,23,0.14111722023098955,0.103927377390114,0.13037835110507676,8.324462621622126e-05,9,0,0.0,0.0,0.0,1,0.0511609172570571,0.13935961546432651,0.11794454521261695,0.1340395900899343,0.14056030685363705,0.029635149532815295,0.004189084416042102,0.12253934871665376,0,0,0.0
24,20,0.11183031823842893,0.13748718932372603,0.13033619838890956,8.319129846079767e-05,2,1,502.7,587.8,550.4,0,0.10956224146318828,0.12963010598952218,0.11303889293517844,0.13394466120176862,0.14045808117592531,0.21775698233126717,0.21377205526381188,0.12249547497919702,0,0,546.9666666666667
41,16,0.14104591289383392,0.13739978488041787,0.1302940729207813,0.7838243686882412,0,1,454.1,555.5,516.5,1,0.16782465404224325,0.1337497068154604,0.1217377657545174,0.12323916716927344,0.12172018307443586,0.21762611876015464,0.21364593605716656,0.12245163264742208,0,0,508.7
31,19,0.14147972808934206,0.12649254726822098,0.13057507645134,8.313803898675106e-05,1,1,600.4,606.5,593.5,0,0.1196960761475654,0.1293644705264289,0.15791945891145456,0.12691849301463284,0.122190606115103,0.04292469551086394,0.11593855525392306,0.12276560344075038,0,0,600.1333333333333
32,17,0.14140830975108395,0.13794781551264124,0.1103895438820102,0.7842269303852836,0,1,454.3,494.1,412.9,1,0.11945426589272183,0.13558110278413807,0.12009763977126045,0.12380119334416494,0.1221251935850628,0.2180960129831215,0.2141095882175102,0.12272169585725941,0,0,453.7666666666667
35,19,0.14184150434757684,0.12637681758179076,0.13053290103904952,0.0001303831494952863,0,1,410.2,478.2,514.0,0,0.12122955971148651,0.12909992150694746,0.12382389932754705,0.12436249943427118,0.12259489653124521,0.21856534310738132,0.2145726939404227,0.1230353455905961,0,0,467.4666666666667
35,18,0.14176997560105764,0.13849515023295067,0.13049075286306017,0.00013025237401936325,0,1,395.1,412.3,451.4,0,0.127430556952755,0.11635758160056245,0.11780295512232569,0.12428288195704053,0.12252933776304668,0.029593643721144685,0.04168210037110256,0.12299137298673957,0,0,419.6000000000001
35,16,0.1416985189601297,0.12626129946699935,0.13044863189699718,0.000865744112648701,0,1,372.9,467.3,445.0,1,0.14452737744999647,0.1156888598672259,0.10311906673887737,0.12420336635757985,0.12246384907370246,0.21843423012411356,0.21444632604057556,0.12294743180310728,0,0,428.40000000000003
22,21,0.11174177483523143,0.12614599234419846,0.13040653811451994,8.308484766302314e-05,3,1,455.1,557.4,535.6,1,0.1698999042815394,0.1891549455642682,0.1235304777651595,0.12412395244047142,0.12239843035090668,0.21830327435065786,0.2143201068963492,0.12290352200603476,0,0,516.0333333333333
33,18,0.14162713431581728,0.1260308956358552,0.1303644714893217,0.00013012186061854225,0,1,622.1,642.2,628.1,0,0.16741299779826038,0.19969637063591908,0.12872413349899317,0.12628071164270002,0.12233308148259332,0.21817247550443217,0.2141940362452337,0.19624807801246258,0,0,630.8000000000001
43,20,0.11165337153235547,0.12591600876654266,0.13032243199512974,8.303172435889077e-05,3,1,579.7,564.5,603.5,1,0.14433795755818782,0.13921813362121555,0.07263390189758866,0.124044640010797,0.12226780235693559,0.02955225400964658,0.11524013022227292,0.1228596435619055,0,0,582.5666666666667
23,18,0.1415558215593642,0.13840727259955413,0.13028041960570513,0.00012999160850581096,0,1,471.5,548.8,508.7,1,0.1441490335299703,0.09155426541169441,0.1577609052378487,0.19480503109417893,0.12220259286234522,0.042875128887872184,0.041550194990181345,0.12281579643715107,0,0,509.6666666666667
52,23,0.11156510799754728,0.12580133116293016,0.13023843429484283,8.297866894396496e-05,6,1,537.5,597.0,592.3,0,0.1439606034207808,0.13907693875953073,0.07220155724343634,0.12396542887413621,0.12213745288747191,0.029510979911867744,0.0004756835783784072,0.06870521344830018,0,0,575.6
23,19,0.11147698389960292,0.10367755196369545,0.13019647603637155,0.00012986161689730515,0,0,0.0,0.0,0.0,1,0.05090382722058947,0.04239555055287029,0.15760266962577463,0.1338498666786251,0.14035600408204746,0.21804183330353133,0.21406811382533644,0.12277198059825091,0,0,0.0
23,29,0.1113889989083641,0.13831950641528046,0.13015454480415373,0.00012973188501229287,0,1,395.6,450.8,389.2,1,0.12707950858649397,0.1150277806679846,0.15744475111913558,0.1337552062354295,0.14025407524829142,0.2179113474667249,0.21394233937538032,0.12272819601173228,0,0,411.86666666666673
23,25,0.14148458058223318,0.13823185146824923,0.1301126405720854,0.00012960241207315884,0,0,0.0,0.0,0.0,1,0.12098563705613141,0.12883645227938226,0.12323844353876433,0.12388631883656497,0.14015229435188484,0.21778101771345532,0.21381671263470187,0.12268444264417017,0,0,0.0
52,16,0.11130115269471395,0.1256868622537737,0.13007076331409634,0.784627995570441,0,1,420.9,468.8,525.9,1,0.16947726770372462,0.1374047713436652,0.09057603600575195,0.12564930808448652,0.12207238232120261,0.2176508437638358,0.2136912333432496,0.1226407204621872,0,0,471.8666666666666
29,32,0.11200146699519094,0.1381443075471167,0.13035066332590003,8.292568128818976e-05,10,0,0.0,0.0,0.0,0,0.14377266529621058,0.13893603000698815,0.15728714876566297,0.13366067958791328,0.1400506610709915,0.04282567660541789,0.0004739475069244714,0.12295328165903004,0,0,0.0
29,24,0.1414134112761053,0.13805687444107423,0.13030873644802102,8.28727612618412e-05,7,0,0.0,0.0,0.0,1,0.10942141596002224,0.13922076129873115,0.1571298616168973,0.1335662864526111,0.1399491750847082,0.21811819690376183,0.21415241150551162,0.12290949487781243,0,0,0.0
35,19,0.1413423135328795,0.1379695519398465,0.1302668365327644,8.281990873552625e-05,2,1,496.7,581.6,572.5,1,0.10928095201142143,0.13892828070776744,0.102680262199563,0.1238073097046539,0.12253986241581326,0.042776338268314874,0.00047222406144474603,0.12286573927265834,0,0,550.2666666666667
52,20,0.141271287244672,0.10342892474076093,0.13022496355412963,8.276712358018175e-05,2,0,0.0,0.0,0.0,1,0.1715381181560727,0.13879540649483532,0.12294778683230498,0.12372840128546674,0.12247464694885433,0.029469820944068765,0.0007019546859313793,0.12282201481028374,0,0,0.0
23,17,0.11191327686369866,0.12648169237899753,0.13018311748614952,0.7850275725730933,0,1,422.6,399.5,383.5,1,0.14358521723193912,0.13865506735783348,0.1022451763427852,0.12364959338655879,0.12240950086005176,0.21798797708471482,0.21402688254214378,0.19824575230185562,0,0,401.8666666666666
26,18,0.14120033230381582,0.13788233983368983,0.13046253183967146,8.271440566707335e-05,1,1,450.5,569.5,517.8,1,0.14470034064700169,0.1285740562462267,0.15697288872816914,0.13347202654685766,0.12287605614933403,0.21845457137046378,0.21448732373573362,0.1227783214574519,0,0,512.6
21,23,0.11261200756640229,0.10318148712176389,0.13042063635738513,8.266175486779451e-05,5,1,564.8,622.1,429.9,1,0.1267303890574102,0.1395251127443407,0.1274743846300709,0.12999931152685226,0.12281076600260218,0.2183243062712566,0.21436174567734034,0.20122625136393052,0,0,538.9333333333334
43,22,0.14112944860286009,0.1377952379133906,0.13037876777428484,8.260917105426536e-05,5,1,455.1,608.3,578.6,0,0.10914084822679142,0.13938432050141,0.12265849792211131,0.12420742305340375,0.12274554520281322,0.04272711348319598,0.06609643590973419,0.12273465918097344,0,0,547.3333333333334
51,16,0.11252347611391297,0.13770824597026346,0.11728574896819616,0.785425669660921,0,0,0.0,0.0,0.0,0,0.14451217375409273,0.13924381211380776,0.12237056717581528,0.12412841069777182,0.1226803936395421,0.21819419643438456,0.21423631457981118,0.12269102794770612,0,0,0.0
33,23,0.14105863603456964,0.1272750786711147,0.1303369260644728,8.255665409873183e-05,5,1,454.9,521.7,442.9,1,0.1090011032226598,0.14011063606938298,0.12442590542598901,0.13337789958878513,0.12314581518137788,0.02942877662520516,0.04141912181986532,0.12300279375156264,0,0,473.1666666666667
23,20,0.14098789449192442,0.13825227862264813,0.13029511120208448,0.7858222950404756,0,1,379.3,457.3,475.8,1,0.050649308084486526,0.04204804604014184,0.15681622915858015,0.12468522671131424,0.13984783607306103,0.21865983419708,0.21469582550695748,0.12295909826532764,0,0,437.4666666666667
31,19,0.14091722386811895,0.08015408776402039,0.13025332316128843,8.25042038737644e-05,1,0,703.7,721.3,0.0,0,0.16645635209655602,0.19883561041766082,0.11209797983670028,0.19112946446976048,0.1230805204755553,0.21852967953386745,0.21457034577258755,0.20048096895147152,0,0,475.0
35,40,0.11322062970691069,0.13816510820737535,0.1302115619162864,8.245182025225724e-05,10,0,0.0,0.0,0.0,0,0.10886171562263082,0.04170619200729516,0.1262486693932433,0.12460601119243793,0.12301529497450837,0.02938784647690863,0.11455006956225931,0.12291543381281865,0,0,0.0
