NU_INSCRICAO,CO_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,IN_TREINEIRO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,TP_LINGUA,Q001,Q002,Q006,Q024,Q025,Q026,Q027,Q047,ATEND_ESPE1,ATEND_ESPE2
9f087def7c4ed4e75cc003afdb892580ff9836ec,52,28,355.14719903230656,385.89717387971024,352.48471625788653,316.6105787964311,1,0,0.0,0.0,0.0,1,436.0101372331045,376.57090053064184,358.0513327797103,358.01200365921085,333.69468125886465,322.60336330378135,269.14926074289866,341.70033312024833,0,0
40ff1e8dd8dab68f30b79a1be7de5f5caf866b22,25,18,353.371463037145,388.6989471316567,351.343989020806,410.62928997641274,0,0,382.7,528.7,526.6,1,355.17407431337074,343.14451084694616,354.73604266137966,355.86821920616165,365.8224203605829,414.15728404952665,409.13631563265585,340.47560074347325,0,0
1dffabe7887ad7774f308121a4c44e59e7c84733,25,19,348.06522816057014,324.92971790136323,351.73094389493247,314.6440534622918,2,0,482.1,508.7,504.6,1,373.71312657983793,391.13847819049926,367.1811461299078,356.55531313945835,366.3834713161117,273.28800723129746,323.88250370444786,340.942830740818,0,0
996e46fded242b44525926fb1b068a12237463cb,41,16,347.9892836674507,389.50089910125234,351.6893652971996,370.561195623386,0,1,0.0,0.0,0.0,1,307.68035020636074,354.1263518095285,324.58964881319207,356.45025211496454,366.23752702343387,414.5357126319801,409.53737166083226,340.9352050086443,0,0
67a1c4628edeb0b7d18d79c1aae2305afcf43a78,43,20,345.1601024994227,385.7556981483557,350.5621557930419,314.7931642433888,3,0,527.8,579.8,522.5,1,373.20713923810115,350.1021887207839,437.2609698022298,335.6699431340691,364.3099610917316,318.93741599351114,324.3797535809662,339.72621491996114,0,0
2c093c320ca1efdf66915d4e1ce0276cf790b52b,35,20,353.9581721762637,325.01179057650313,351.2693054550449,411.1808418857181,0,0,0.0,0.0,0.0,1,317.3673151857246,363.01173910896586,364.8160506190822,337.47322601090826,365.39681993418327,321.7796922183032,253.47975358096625,340.54661698738175,0,0
db8a097f3c3c131f6ebd18827ea877aa73a5786f,43,27,346.9886500599112,387.52850102313323,350.1506133994556,316.37050679404285,5,0,418.2,419.4,545.9,1,376.04560867755686,352.5942989598762,356.3522424962624,334.91661066234076,363.493711497026,274.058736557988,312.4733119832055,339.3475091810882,0,0
02056e28e3f24e8cfcc2ad918fa039b8652b22c4,17,15,347.6567408594319,323.0999565142884,350.4056908172351,362.3265023873108,0,1,381.8,535.3,450.9,0,376.8125719356194,353.45991786032204,320.4809190813795,335.63528276262394,331.2044224435,411.8085039962434,406.91213209890384,339.6673424822072,0,0
9d0b2b0f07524167fbdd793161ef41c85991ed78,41,17,352.20590399717327,387.933892522915,350.7563057197122,407.47650997683775,0,0,506.2,507.7,502.9,1,311.0897798408732,282.46385214857975,322.2399075928623,336.57233289126106,363.8408943390104,412.1313242315621,407.257914697,340.09228184415747,0,0
d11819fba8598143e712d2a5cc30c0943700cbfa,12,24,348.557877836738,323.90755910777204,351.09776847769416,364.4759262484562,0,0,411.1,484.8,447.3,1,473.55284049526574,364.0728404952658,355.8054367654037,337.47920449947395,332.1673526476222,412.4356662820065,407.5853962495506,340.5065944509723,0,0
3044dcdbcac79761ee39d007357e199993672243,26,18,352.73198328782763,324.80111981063385,351.4955742371983,317.0664183379816,1,0,0.0,0.0,0.0,1,312.9386575928623,354.64387480691187,356.9126600675364,354.35348592605294,364.331405192933,412.85608133825156,408.0257396693648,340.9826132202397,0,0
72b3b2d8b0e28ced371eb02557d32c6781c9a911,23,15,351.00290493837747,376.00237454946125,350.39370723331996,366.8828214346592,0,1,445.8,417.6,489.1,1,309.6266489616825,371.1682879643117,275.6769563809985,338.50950446638956,333.23671034874263,410.20956799633973,405.47557879643125,339.8027425862597,0,0
6d8eb423dfa4dd6603107f22bf47d3c9d4ee45c4,32,21,351.6960614996537,220.7321012381644,350.83966439821586,407.93654113775887,0,0,450.3,572.1,568.2,0,357.0173429750633,345.392852761912,353.6972306975586,352.28124331829827,362.4630390124564,410.7375325313949,406.01982985980743,340.33135381872086,0,1
4758fbb0014058cf39b14f5a3da28a8c783f544f,24,32,352.14559518169426,388.5980617516728,351.1308180916794,315.14480368138777,7,0,411.7,357.2,437.7,1,309.07521737566645,350.7890500807498,354.50618399490185,339.63790224400714,334.4035956746642,275.8778210166161,315.8455030693996,340.68863438979054,0,0
879880729332b833c5d999f9798315df91a09b6f,35,17,352.1217034175314,378.92981518572475,351.11861058207785,408.25834165866365,0,0,455.8,587.9,602.7,0,358.3811344910779,350.75045814439767,348.0017473099808,339.69270005383316,362.880574527699,276.6976161773446,332.3642776589996,340.7109335870858,0,0
eb52cfbb9539b3df4f9da8e5c7c2048ff2740a2a,21,30,352.43746445879333,322.92365669034115,351.3250545121643,315.3379072736686,5,0,0.0,0.0,0.0,1,309.54015374913394,285.92534524370564,323.92830379541954,340.25462307502863,334.49632324223904,318.20436230476645,316.7164613174719,343.04926074289864,0,0
c0b55225415b1e0500c89c89d77bfa7f2cbdb628,33,47,350.75116080109575,321.06777360591394,350.2407179241638,313.4496563319101,10,0,0.0,0.0,0.0,0,305.81075430637327,280.4267809120959,336.75327749453743,352.8162360897035,363.1593533372031,278.3010523571475,395.0348592605286,340.9740362028295,0,0
0490b06999ff7bd55c3450e763c5bbe1e063e8ba,23,16,349.57395753881093,319.23310061388014,349.1630541767048,369.5123459881038,0,1,429.8,495.7,539.2,1,302.17015008844027,347.098148403948,354.4415274993717,337.824232910207,332.08987487358985,410.9499532115759,406.25612720635183,339.8142605694866,0,0
6f699cc51c36bdd17d1ed85f157da410b4f08c81,35,17,351.2468172455389,320.6221170876649,349.82114296757385,408.34204041604386,0,0,556.2,635.7,554.7,0,377.98461954762473,350.7693662276099,349.2943075449811,350.77683588109255,361.32521518903536,411.9106453297421,407.2220405363742,340.5731952794205,0,0
422b704b182db98fbad9ef42305450262faed770,25,29,353.95420625913937,322.76831981598315,350.8935553744008,311.58388456802965,9,0,427.9,610.4,573.1,1,305.2469718521057,351.4661738285991,356.27712813534214,352.7867391231552,363.0296110926081,413.71432879643123,409.0103207770061,341.7891642142873,0,0
ec09ff99813b44b59884229cfbc73487c2189b62,23,18,354.7399431340691,388.2147463650832,351.21430672996667,410.88254441242606,0,0,537.2,476.8,474.8,1,359.29527088352285,356.96154345714973,357.14515310807826,339.42618870517003,333.7442329102071,413.97759383496276,409.29571277229695,342.1740491832628,0,0
e8f114fa76becc281dd7a4a7635ff20237ce07a7,31,18,354.92055425518305,388.12470282044944,351.2969380165017,373.47535933528536,0,0,431.2,607.0,484.7,0,536.9560867755696,388.3838214436309,356.09260742898647,487.6615759286233,363.49496303714506,413.7579790582037,409.1095940206566,453.0996919762079,0,0
4c598ec0e87d00ca4e493a205015e6b62ec03876,43,24,349.0809171782334,389.79356915844534,351.9648260831184,312.4390095114141,7,0,0.0,0.0,0.0,0,473.80578796431166,351.4637511428615,303.6051448571659,353.37710061388003,364.5308089921841,314.70761107064817,335.0341439821558,311.86296431172605,0,0
5ddfb5290da0896a8333895230a2cf9981afd5cc,29,18,356.56282278355286,323.5173741990394,373.46926074289865,377.4398521485797,0,1,0.0,0.0,0.0,0,307.00107683056956,347.7641327097788,357.3283845468018,339.7006521649928,334.0609404782198,414.72694851183434,410.08318926604187,342.2956127766075,0,0
260e8c3d95203295bb59c8900c015fd54ebfb6aa,51,46,347.42650524847875,321.71001456664254,350.90148823996697,310.60113298487636,10,0,0.0,0.0,0.0,1,313.99506208164246,378.34074161346985,319.9779586271827,337.32512312887394,331.70839864386613,275.1740742407751,244.68114612990786,341.1508113960838,0,0
b1668db825d86ca7fdbc216a6db45dc4d9aeca04,23,14,353.88189930397726,319.922736707939,349.8445560464731,370.0390707339016,0,1,481.7,589.7,562.0,0,382.40263845793123,356.5982101238164,354.27429578999147,337.7054474958227,362.7262010268763,412.19812565505487,407.64221790136304,340.0136420247635,0,0
0b50e2e922e6adcfba9f0ecf11ec687bb115eedf,25,21,355.8327806524551,321.5546552896631,350.64171954182905,308.784752090228,4,0,592.4,640.2,559.2,0,303.47232882102276,275.13570957413185,356.4863780290594,334.9825875515901,329.3887594925104,311.28687616770634,350.7495379643117,340.9282146426214,0,0
d9b157c693c6ffd849736d4cf2d2c8beb0e7f649,27,16,345.78770097843875,386.28191538224314,350.9511754713445,410.6025224778362,0,0,460.3,561.9,563.7,0,385.54990010039165,344.1415896607186,312.6994719592133,351.3692761785739,363.97040693314784,413.42904610563033,408.8709621741361,341.3026245279108,0,0
3cb6e684ddf67cf30c2d8219862cac45698e72c2,52,19,346.37743008182633,322.28237696389573,351.3107242012808,309.62902678737777,2,0,398.2,435.6,0.0,1,305.1828705389657,345.45353203535035,316.12280249914437,335.8033972926136,364.4970225854363,312.82142588633315,373.08847819049925,341.7319888033962,0,0
23b856821be006a7b9243616d292267cb33c238c,21,20,356.5599452402147,320.5212710788471,350.26515656972936,411.1221590378547,0,0,0.0,0.0,0.0,1,306.6928513355578,357.3129935644096,357.30582023049584,333.5033740234861,330.254115329368,309.49353837690404,353.45224249626244,340.6078704191745,0,0
298e708ed1b70160081078841f06a8275977c202,33,17,344.75884395994865,387.04189828061595,349.2257940873266,407.6380729443136,0,0,0.0,0.0,0.0,1,301.75384952167394,360.8392230726063,287.6259267067888,352.0474158611808,362.71898832892197,413.7782687194518,409.23878004369993,339.49112330304604,0,0
cc281b8cea7b5f4e712a44e04fa59b7c20f4cd4e,23,34,343.15531445315816,387.62407592862326,348.1925816787842,404.21254291957143,0,0,0.0,0.0,0.0,1,299.72255925974963,357.3218115238326,354.32827172857503,331.23464358795223,327.9765007408896,411.30055453550295,406.8455708036783,338.3816751876766,0,0
234aa8f4c45f5e41525896f9769efb1bce1af2cd,43,22,353.9381809369778,383.61674873830964,347.1654649186698,307.8392636267571,1,0,0.0,0.0,0.0,0,359.5847364761967,341.9284959941733,355.67986558961786,328.9965716718174,325.73008635225335,272.11658452698873,245.30298733641897,337.2794547473259,0,0
dd3217817b1f24c789d09e68c5244e71e215d0e4,26,17,351.3546905651751,444.7963037144932,339.5175097662715,400.84410506190835,0,0,573.5,591.4,489.1,0,354.2178001108804,351.54988076498364,351.39993890437194,350.0696213900506,360.95821654091753,408.8523369489821,404.4801895780755,336.18439158256183,0,0
302ed7aecc4d399aa51269e8aeb3ca5ae8d5f84d,32,23,341.56663244180095,318.77930764907074,346.1443900218502,306.0700724564884,3,0,0.0,0.0,0.0,0,386.6945680990531,355.0192356036933,352.63846399531974,350.92118775100005,361.6419932726039,306.2357116571472,308.1565569575402,336.722629797505,0,0
1798818f9f29b837aa5d16c706d2cee37adacb4f,26,28,339.99259266096317,317.0561762563731,345.1293038341028,304.3211006138799,10,0,453.1,495.5,525.0,0,414.2096303714493,278.44801124868496,312.359435802726,353.12736707938814,359.9033298434087,303.0457563273852,324.8815941645147,335.6364277659001,0,0
d6c84b684e1920613c3fe86973764bc9cadf5fdc,31,23,352.4499464306448,252.6703724898552,345.10787312113763,197.93251193655402,0,0,449.4,585.5,567.5,0,298.4010289714331,279.52713831689067,349.32843941837467,326.78854098945624,323.514235424687,269.1262923893295,285.19368278994034,335.643384589804,0,0
5d64bb76139ef9d3e495c0c2133d9920a85fa309,21,32,353.2733281109999,317.1677021904786,345.462952208248,304.5113216331192,2,0,0.0,0.0,0.0,0,293.0620579428663,338.51540039099933,349.77148461324396,327.7226173828598,324.483058158304,409.40646513271594,405.0467780776242,336.0640788699649,0,0
ab931c6836c180db71f1270edd6d7bff1308c4a6,26,16,339.98253489646333,315.4716182215456,344.45869944020075,401.6842364250331,0,0,366.9,517.3,456.0,0,299.3646650656483,353.9459144036347,346.9507468341049,325.5522689233707,359.7975722843493,406.99819180840586,402.7189230312011,334.9903917170257,0,0
226e439a30c9e22a19847a52703de2d5ba8f84a1,26,18,340.35430414351146,316.0350670607927,344.68171770269294,401.8458410445,0,0,404.2,504.1,0.0,1,302.57612124813124,349.3840096417299,347.54634085943206,326.1828461015064,360.0909171782333,271.27600660248896,335.77963037144934,335.26558155232175,0,0
d17a817abbd7212c5b85e34749ea83c566bd7722,21,18,338.80723912467727,380.25168953885077,343.68552776713597,302.79091868603945,1,0,626.2,622.5,546.7,1,381.6064816766971,338.47467280231297,273.2446303714493,324.05093207469923,358.384325153692,407.0824129089415,402.82567204245134,457.84370429715966,0,0
3243a0beb2215367deb36de2ff9563d640883cad,31,27,350.7499471959213,381.0216748472086,344.0460882058474,303.72355397432017,9,0,547.7,618.7,589.1,0,382.73886503154523,339.77792607428984,360.0596303714493,348.97162559682783,358.9051538086274,303.40404749926785,181.99852148579726,334.2012463727906,0,0
3b2ef94964ac055274c592bc59564e59639b5d03,42,16,339.3954416625747,383.06717765024996,353.09938395241556,374.75562706594195,0,1,537.6,572.3,566.8,0,294.8177591648458,342.535570370584,282.55679082995175,352.320663548894,360.12296998792965,407.44123608970347,403.2005261785738,458.2651002857304,0,0
7d61978f6ef45ac3921b672921d1d97614c3433d,35,17,340.68465138481537,385.14010775580334,344.8341741592789,398.57880168641464,0,0,484.8,545.6,615.0,0,286.6911436397605,354.9998844910779,419.26543457149774,365.9846303714493,361.36351685714493,408.70226940710404,404.45702038095476,335.1002930614843,0,0
beaca6729e86a7c795c498b6e25250ea891a48b8,23,25,341.5717157283812,386.4397678595677,345.3890905656993,305.4809642873128,3,0,0.0,0.0,0.0,1,300.25266601570314,282.8730822755176,344.7880365668969,324.99086108720115,322.30531951294626,268.3590602949353,237.63726898215586,335.741932515549,0,0
92a20f2ba9e6acfebd78872dee9db3a5938976ff,50,37,340.04684199745094,314.3629238488308,344.40226459265443,303.7838478190499,5,0,376.3,504.0,519.8,1,296.9890500807498,277.9103966215612,351.3910983759471,350.45962766535365,362.187407476414,409.4482333760287,405.21007082825275,334.6861402749341,0,0
bc58c3d366d4b7e9c243a548cb751e8e533b4b32,41,17,352.6474653009148,379.87786847387775,344.4874433260087,399.70719844700807,0,0,483.7,537.8,545.5,0,385.7588795824228,279.5722863349825,298.14966397404487,350.59061872213744,362.24348429365284,409.2473863281657,405.03738886831843,334.8103216533826,0,0
34710c677757dd60bf2b987d9d88168d47ff489c,35,19,354.7485394889365,386.33315731973784,345.35821763474166,304.1734398200497,2,0,0.0,0.0,0.0,0,303.08731518572466,345.3107118375391,312.65873655798805,352.23220004059567,363.5741594812397,306.61727150437736,300.0471738797102,335.79841439821575,0,0
19164ed50e680c3a2540da61a6511e41a129f63c,23,20,352.26778047153135,344.5547341587762,344.3798657434251,224.8292607428986,0,0,397.8,585.2,600.0,0,297.82035061751594,357.8229631912152,342.0731701372363,350.31789460559247,361.90638810747254,303.52012734776747,325.2615472773231,334.7523134187821,0,0
22969a21462062ec4859a24a3fd8f90a944cf666,52,18,352.7999486627013,383.19237485234447,344.61862318482787,302.50215718367576,1,0,445.4,539.7,496.5,1,389.11636211935416,341.9581806546504,351.7860794384307,350.7426627428595,362.2122950110914,265.50417667477643,319.79012416328504,335.0446975385995,0,0
d8667562160e206864f00c711711239fe730339c,35,19,340.19907825524007,385.27243839524164,345.43040171106776,304.30706342857377,1,0,0.0,0.0,0.0,1,299.21481497264875,358.8998879913483,356.549027244559,322.89414585438055,320.15661738285996,269.37044849925246,230.4361396190602,335.96654058027565,0,0
4205f0e3f0e2cc1dbfadf39abfd026d6e94e6417,23,16,354.7309834995103,314.6783821443633,344.46009159390184,379.48853976281094,0,1,470.6,433.2,591.7,0,295.69494164460946,353.5431732452088,342.75150474553914,320.82431158608324,318.0363748836357,410.6209807240284,406.40384781905,334.9296068130526,0,0
d7357cae59d62a3ab8dad91a33467c203de15630,21,31,338.6937725992434,377.34866528904627,345.1198672477004,302.65322069254887,10,0,0.0,0.0,0.0,0,296.06518534135773,344.75473660989417,350.6065434571497,322.4751121492292,319.75981978571707,304.7739260742898,328.2226459265424,335.68366956132013,0,0
748118dca277c81c45d063e06108347622756f60,53,18,337.20172954814547,382.088368656438,344.1558452721482,401.717540859432,0,0,506.8,442.3,477.5,1,445.93485926052864,429.1552817566292,553.7654345714977,574.5463037144932,363.4422391246773,266.56450632738523,334.01784579222664,334.6539650534633,0,0
5ed08f302065e80f21e75e0bf0cb9ec3a0e26650,23,36,356.2739219686917,316.0675005624556,344.4261632518915,383.20171495238856,0,0,393.8,410.2,501.8,1,302.4641097006902,356.87342069748513,344.59064036766677,320.4341304267657,317.66988632306527,268.3648722415359,356.8230945546463,334.9797939065108,1,0
9a4e0a98e0911cf6e50ae79e1efe2bdd55478345,15,28,337.65786231328514,464.03086914299547,344.7091461317474,301.01725733745405,8,0,482.1,536.6,543.0,1,292.9811729940519,285.86767131235564,345.3730200571463,321.22573966936466,318.50514680148694,301.7563624497919,319.1053502063607,335.31918477874706,0,0
4300eb0e3c525e1b33085c72ad0758e1ed096ad7,31,22,356.88634426822443,368.77255925974976,345.046516918086,301.9069495023064,5,0,415.9,465.6,391.6,1,305.8091304053253,358.169458078681,309.0231698538254,322.1337037964312,319.4599523059935,303.3714961512645,295.28847819049923,176.04815185724664,0,0
4d687faf193855d960b4c0140d83daec79342250,33,18,338.2204917354979,371.21316905397754,345.415449191793,384.34895649870873,0,0,0.0,0.0,0.0,0,392.1624075928622,359.8898943918427,310.97232882102276,352.25910003994096,363.7940841965114,411.5779243357571,407.3629425824806,335.71791066087854,0,0
d1858d11b82fc1f76f5db44b9d305195f4d7a859,31,17,336.74996785838704,382.5728902248278,344.46389148052083,402.03089370975397,0,0,363.7,438.0,372.7,0,387.3208963880121,341.4713581659904,346.2976534918245,323.10554414552166,320.48008081685254,409.2656888057809,405.12468465620327,334.70058365887587,0,0
85e7211f5b3026f1f20491c7235b5aefbf698c38,33,23,357.7087338339797,363.1433175528041,344.5774522182117,401.90309139707875,0,0,0.0,0.0,0.0,0,387.3023488710851,288.8782101238164,344.8588952037538,350.37536153705355,362.1553721055361,305.0727437614464,323.08898938997254,334.8549625602086,0,0
8b512acad845df7958024f9f7d0e25ee9ca63950,11,23,336.9623056598659,316.74579483035956,343.6334044039153,243.38114612990785,0,0,0.0,0.0,0.0,0,410.5710765442375,343.9248844910779,346.5969136926441,323.4925469594382,320.8961312575095,302.1393519945094,338.6779394534342,333.8463632753887,0,0
19f9426b3ab192f8082e4c267f0674169bf03c49,15,24,355.30800407670466,315.1046249089587,342.69451532084446,302.85183212528875,7,0,555.2,535.2,524.0,1,294.77002688071116,338.63373242198435,313.4909829316951,348.5116628054735,360.5313569839866,270.18053681049986,223.65860610085258,332.84382164393105,0,0
3ffea98ecb3ba33d1c35f91f69532196254d320b,24,20,356.84061738285993,316.49686911045893,343.35529320825356,304.3536840820691,3,0,391.7,525.3,558.2,0,297.73359803498965,342.36958496104523,307.4385523571475,349.763982049889,361.53434199745095,273.36255159019174,361.7940337460548,333.5993790641588,0,0
5be7c442923ad05cd960db63eb07e6db831ee770,15,16,335.50988192857335,317.5717569611745,343.85188208540507,398.7632234955391,0,0,466.1,563.9,553.4,1,309.73619562338604,341.88955290027354,309.8954225553818,374.1996479728089,362.26574492190673,409.13459557222905,405.0190852864973,334.17400778337026,0,0
157abdc1514490d54d795223e37797546b08f1d2,35,16,357.9615404465496,382.59912688966665,344.4796547626804,377.4855822755175,0,1,589.6,661.6,634.6,0,382.6360555111925,284.14250176113086,339.296654958532,350.6920663548896,363.2092593249071,410.05884781905,405.94561199689673,464.4626891640367,0,0
9470d6424eeaa6400075a611c8a9ee811bd17481,35,17,336.5398824353177,355.4168639878508,345.072412452511,400.1332760265814,0,0,394.1,589.9,572.9,0,315.64205794286636,344.072828106813,372.3567908299517,351.8078146985813,364.09291897545825,410.908246449884,406.7988789590757,334.89223990306266,0,0
b792c9b3b0209af4e1c28f7603c0b611a5350767,33,19,359.31574083834863,384.06042425345964,345.44607171813766,305.5269450128518,1,0,533.0,647.6,565.8,0,384.7927691360593,345.36567229100916,312.8465845269887,352.49475316369285,364.6175114360922,411.3082011397198,407.21232584639245,335.3338059567627,0,0
4abe1cfb874516bb7410bbe500e4ca00c5498c1a,41,17,360.55681442764046,318.88771738484195,345.9937973317986,400.7760969802231,0,0,619.8,375.4,462.6,0,386.72697185210563,397.5496303714493,461.39630371449323,383.3496639740449,365.42354850405684,412.06170823731696,407.97161822154544,335.96654617582556,0,0
a36ac52e4c160840f623058e129c165a3e4e14ea,23,19,337.1687718266197,385.38154085943194,346.86030189659266,306.809434775942,2,0,535.5,607.5,553.9,0,390.01154194684864,429.5854502653211,377.4178457922266,321.5079301069263,366.744315684474,413.4591989534185,409.3611308905798,550.9560867755695,0,0
9d8d5916a877657cbdab005ce884da843c6a5794,35,18,337.74039407416603,386.0650206938809,347.19356312146806,402.82513440785493,0,0,452.6,490.6,585.0,1,356.3984206974851,354.8210226398449,342.86020011792033,353.51395133382914,367.1978034953637,299.26183435646647,233.9883602122568,336.9495357151299,0,0
62025ee0ca1dc9292cf2aa25bbfab7621239af8a,23,20,362.56099095733106,320.6659523219747,374.0609698022297,402.58706520779543,0,0,0.0,0.0,0.0,1,445.67181152383256,355.0512862142915,343.99092186036853,353.60614746097434,367.21591641133193,413.7729330131297,409.6899079758148,337.0508606100854,0,0
8417148aa6a61c3d7195d0882c033e0ca4feac8a,23,18,337.8830195230043,319.0464273102476,347.25811361981084,399.56009479269926,0,0,485.5,476.7,466.8,1,319.29549146584753,350.18756996478066,341.42382542857473,322.4225158989572,318.86514308499363,411.5483473517688,407.53364530225787,336.0624416640147,0,0
afc8c322ba7cf046a637ae59cd3b14954ab7676c,24,18,338.0704329427384,319.36428445944233,347.35131012614113,223.09938395241548,0,0,536.8,561.3,563.0,0,356.61583489027515,410.4853622585232,341.7266119068816,351.7927826022001,365.6398824353176,411.39193907716043,407.40153197606804,336.19763920300886,0,0
4eb963b67b233672f6913970e55cadc69fd0f7c1,22,17,360.2218877898644,358.0894293214372,347.8949406032601,399.4312881151418,0,0,574.2,506.3,520.0,1,390.9481908899883,345.1118299616266,343.2749456428605,352.81577860933174,366.4375752454231,299.9423830889526,314.5866475639206,336.8276752403179,0,0
8946aace137c8b101a3cd8446768b169ad5d8287,35,17,361.33905517582684,385.9495480899921,348.3886047815584,400.4317970920667,0,0,434.8,422.4,531.2,0,359.41132296327123,347.23571199476135,315.4438748069119,353.73803354024886,319.26410444923897,275.88992607428986,320.22545147253805,337.4023040913635,0,0
a4c6297925d40eb97c02275fb402dd8e0c287c7d,17,20,338.9705571740715,320.52896303714516,348.9448353758023,401.59921034874264,0,0,464.2,518.3,510.4,0,362.2252479919576,349.16266006753625,318.09339790683674,322.7854097419939,367.1527344996979,412.141450039516,408.15621149702605,338.04519596356243,0,0
13adfb64fa65351b28caac16c9e3dc2bd749ebf2,31,20,339.14557576330134,361.68964504957114,349.0286647563923,307.6716890441308,3,0,456.8,533.2,519.3,0,392.57946144805663,416.931482155863,324.81219197620777,354.7757202395405,367.21056189588563,411.9756222615291,408.01446946854406,541.0240759286233,0,0
fd65e43c337210250d22c7a39123539242a89a8b,33,21,339.70705253095423,320.828818942433,349.3564110431209,308.53746149702596,2,0,470.2,528.8,481.4,1,362.4832306587359,349.4476811480089,344.6707489593359,323.1348952254759,320.76370379643123,412.3015400391,408.3540856053041,338.1687647613556,0,0
fad8e20f3f328db7232bffe75e3c563194e0d684,23,51,339.9344091594565,321.1935277595497,349.474587977563,308.9828632509274,10,0,466.5,455.2,541.5,0,300.04032936796955,288.6531065714352,318.7676624454729,323.56223118220953,367.6607283013882,302.1345103498036,370.441716180473,285.87438395241554,0,0
bf97a3b04c49287b68dc40a25860a92c13970024,33,25,362.59931597088524,279.44907592862336,349.7289624214858,309.6937763269535,7,0,598.5,649.1,628.4,0,320.636012924021,350.6215217220133,323.2795071619324,395.77793945343427,367.9936664177689,303.47493155026837,324.56635864287443,338.33110261506926,0,0
a6aeb258fdeffd377856230dfe83259a83665fd9,15,19,340.3764157331777,321.81277146516766,349.7994599151798,380.75425627068387,0,0,495.9,461.8,489.9,1,321.8060959881039,347.89695010924976,345.0318304886161,324.29638456802974,321.2216932138447,412.2083382587906,408.28303901245636,338.44164542364666,0,0
0d427f80fbdefb439b19f66b2f252a08d51133ca,15,28,362.68919371790497,322.8538853305344,350.2784223569586,310.03791080732816,7,0,471.9,534.7,522.6,1,362.9218165401231,350.596994310565,346.3927525714318,355.3743347106986,322.5363741199321,304.14763860026596,334.7981518572466,339.00255761440985,0,0
8a172a5516a642e9229a8003b2500b5b5e4e5933,15,20,363.5653623108741,323.72776881672695,350.67148343893535,401.4473912951022,0,0,454.0,518.9,454.2,0,393.49317536437064,350.97056809905314,343.30613449107784,325.5384177954378,323.63737795968706,305.94629643117264,374.26463037144936,339.4682645926544,0,0
7d4bda1c9406e91ebb80981c6452cff5a7cdade0,35,20,363.83807879643115,387.303067245539,350.817551957181,311.0173092215765,2,0,671.1,687.5,650.0,0,541.2990759286233,419.4083742360429,468.14630371449323,394.98719197620784,368.030513001795,412.84371149702605,408.9254724868826,468.0104502653211,0,0
529032e4fb1c01051a7c5ea7c19e3604b7acac18,35,42,341.1740436519712,389.5076946312325,351.64456857584815,248.42250826376815,0,0,0.0,0.0,0.0,1,301.50892607428983,291.1649620226823,344.28911703736895,356.10746303714507,369.2958025309542,278.69497631117804,375.83298130614224,339.6612324997978,0,0
55ae2fd7fd34a2579701f3a2eac9c8c24e465c27,53,40,339.775789374709,386.5114815956076,350.7405979625426,312.84818582451265,4,0,474.7,551.3,458.6,1,391.90875488313577,286.6155094910779,320.1307724194573,406.05570429715954,367.76345480260994,275.9626726218528,358.74966397404484,338.69628581655974,0,0
cd842ad967b63c619c1e52e8ea47353a058ee5f8,31,16,340.0595616629755,386.68543975136635,350.89075027545914,383.39987254187895,0,1,403.5,405.8,438.9,1,422.21540039099926,349.8499339949017,347.5042329102073,326.0187800436999,324.1469061428597,414.1849357897875,410.259353337203,338.8962963383259,0,0
bb31049ef206a53a10057752481a1559b9ee2275,35,19,340.3727341765407,324.132973822471,351.06008339495924,313.33531619913634,1,0,0.0,0.0,0.0,1,364.80125145174304,351.71042904511825,339.07261526407547,354.33578411656225,367.9350934191281,414.1999618939639,410.2939020577222,339.11721075544926,0,0
f57c9f2164975bce98fc7391a5e176b62b0eb5c4,31,34,365.750264642416,386.9158530865833,350.16452195772723,311.7607668715025,10,0,535.0,592.1,543.5,0,359.93723476571984,350.4450673223804,381.50837423604287,352.5816465714308,366.4209572322181,277.2572097808639,356.09260742898647,475.034227842379,0,0
20fc7820a6fea2f5d4e23ae7beed2452090b8594,35,25,367.92217658906776,363.9338521485798,351.09947228353457,313.78996303714496,4,0,0.0,0.0,0.0,1,364.6433237819603,353.66572462657007,334.01182996162663,326.55141875689463,324.71025822684237,281.49127507143254,326.1998151857246,338.16195100684234,0,0
655e2a53ffab6b8541ecf86539a6bee3b37bb510,23,15,338.99470691266805,389.40220005585707,350.2083568716474,383.9710611428641,0,1,430.8,528.3,505.7,0,421.9596303714494,431.0307795665169,395.51219197620776,406.18048490111494,367.8602156042172,412.07585952527694,408.2321236554221,337.21205788603663,0,0
7de23f90d214d1f98426bedf47ed3c05c0087ac1,33,17,339.8354540622137,322.56711404555085,350.7078293858964,401.48907686542753,0,0,409.0,593.2,508.9,1,359.90769620037645,347.1427611354414,326.6245379643116,354.3797665390592,368.59343921399596,412.7667990174949,408.928463037145,337.8010997406976,0,0
51c051b3157a4fa56457dc1696043a6945ae7c73,31,18,340.44213898565863,390.58203438379843,351.06185001876025,402.1323209167554,0,0,0.0,0.0,0.0,0,298.5236891824652,352.75989439184264,330.77570429715945,355.04898336975003,369.09062035540245,413.1634142509086,409.3362816289999,338.2287503000811,0,0
